STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7833273,18,F,BGD 3,Y,N,Biology,N,19,,910,200708,PSYC 1101,B,ENGL 1101,A,HIST 2111,A,,,,,,,200802,COMM 1110,C,CHEM 1211,B,CHEM 1211L,B,ECON 2105,B,ENGL 1102,B,POLS 1101,B,On Campus,0,150,3.53,SCHOOL 371,2,High School,3,College/Beyond,B,Bachelors,13,13,17,16,632862.0,1233900.0,414300.0,101382.0
7850717,18,F,BGD 1,Y,N,Undeclared,N,,,,200908,SPAN 1002,B,CPSC 1105,A,ENGL 1101,A,HIST 1112,A,,,,,201002,CHEM 1151,C,SOCI 1101,B,POLS 1101,B,CHEM 1151L,A,,,,,Off Campus,1,69,3,SCHOOL 11,3,College/Beyond,2,High School,B,Bachelors,15,15,17,13,0.0,1324500.0,2201100.0,1443940.0
7960627,18,F,BGD 1,Y,N,Art,N,24,,1110,201008,THEA 1100,B,ENGL 1101,A,,,,,,,,,201102,BIOL 1125,C,ENGL 1102,B,,,,,,,,,On Campus,1,69,3.46,SCHOOL 87,2,High School,2,High School,B,Bachelors,15,15,15,15,0.0,0.0,0.0,0.0
8016260,17,F,BGD 3,Y,N,Middle Grades Education,Psychology,19,860,910,201008,BIOL 1215K,C,ENGL 1101,A,,,,,,,,,201102,HIST 2111,C,ENGL 1102,B,MUSC 1100,B,PSYC 1101,B,MATH 1111,A,,,On Campus,1,150,2.8,SCHOOL 140,4,Other/Unknown,3,College/Beyond,B,Bachelors,14,10,16,16,0.0,0.0,0.0,0.0
8006063,18,F,BGD 1,Y,N,Pre1Nursing,N,,970,950,200908,CHEM 1151,C,CHEM 1151L,A,ITDS 2749,A,SOCI 1101,A,,,,,201002,ENGL 1101,C,COMM 1110,B,MATH 1101,B,,,,,,,Off Campus,1,69,2.85,SCHOOL 27,2,High School,2,High School,B,Bachelors,14,10,13,10,945300.0,1324500.0,379200.0,317880.0
7827717,18,F,BGD 3,Y,N,Marketing,N,,1080,1070,200508,ENGL 1101,C,COMM 1110,A,ITDS 2735,A,MATH 1111,A,,,,,200602,ITDS 2726,C,ECON 2105,B,ENGL 1102,B,HIST 2112,A,,,,,On Campus,1,150,3.83,SCHOOL 63,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,13,10,0.0,0.0,0.0,0.0
8036154,18,M,BGD 6,Y,N,Undeclared,N,,660,640,200508,HIST 2112,C,MATH 1131,A,PSYC 1101,A,,,,,,,200602,ENGL 1101,C,COMM 1110,B,POLS 1101,B,MATH 1132,A,,,,,Off Campus,1,0,3.29,SCHOOL 1,3,College/Beyond,1,Middle School/Junior High,B,Bachelors,13,13,13,13,695700.0,1151640.0,455940.0,407520.0
7788256,18,M,BGD 1,Y,N,Music Education,N,19,,910,200608,HIST 2112,C,ENGL 1101,A,ITDS 2749,A,,,,,,,200702,COMM 1110,C,ENGL 1102,B,MUSC 1100,B,,,,,,,Off Campus,1,150,2.36,SCHOOL 69,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,16,16,540480.0,852480.0,312000.0,334980.0
7943309,18,M,BGD 1,Y,N,Mathematics,N,19,880,910,200808,HIST 2112,C,ENGL 1101,A,MATH 1111,A,,,,,,,200902,MATH 1113,C,ARTH 1100,B,POLS 1101,B,COMM 1110,A,ENGL 1102,A,,,Off Campus,1,69,3.12,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,14,14,15,15,260820.0,269100.0,8280.0,1900.0
8022049,18,M,BGD 3,N,N,Biology,N,20,580,950,200608,MATH 1111,C,ENGL 1101,A,MUSC 1100,A,,,,,,,200702,MATH 1113,C,HIST 2111,B,ECON 2106,A,POLS 1101,A,,,,,Off Campus,1,0,3.19,SCHOOL 2,2,High School,3,College/Beyond,B,Bachelors,16,13,16,16,1010640.0,1010640.0,0.0,450480.0
7943241,18,M,BGD 1,Y,N,Music Education,N,,950,950,200808,MUSC 1100,C,ITDS 2735,A,,,,,,,,,200902,MATH 1111,C,ENGL 1101,B,,,,,,,,,Off Campus,1,69,4,SCHOOL 27,,No Information,,No Information,B,Bachelors,13,9,15,13,0.0,269100.0,0.0,160000.0
8030790,18,F,BGD 3,Y,N,Joint Enrollment 1 Accel,N,,990,990,201008,PHYS 1125,C,ARTH 1100,A,PHYS 1325,A,,,,,,,201102,MATH 1111,C,ECON 2105,B,SOCI 1101,A,,,,,,,Off Campus,1,0,3.37,SCHOOL 477,3,College/Beyond,3,College/Beyond,B,Bachelors,13,9,10,10,0.0,403680.0,0.0,1273120.0
8014348,18,F,BGD 4,Y,N,Political Science,N,,760,740,200908,POLS 1101,C,COMM 1110,A,ENGL 1101,A,,,,,,,201002,HIST 2111,C,ENGL 1102,B,ARTH 1100,A,ITDS 2735,A,SOCI 1101,A,,,Off Campus,1,69,3,SCHOOL 1,,No Information,,No Information,B,Bachelors,12,12,13,13,0.0,0.0,0.0,0.0
7968402,18,F,BGD 3,N,N,Psychology,N,19,940,910,201008,PSYC 1101,C,ENGL 1101,A,HIST 2111,A,MATH 1111,A,,,,,201102,CPSC 1105,C,SPAN 1001,B,POLS 1101,B,ENGL 1102,A,ENGL 2136,A,,,On Campus,1,90,2.93,SCHOOL 52,2,High School,3,College/Beyond,B,Bachelors,15,15,15,15,0.0,0.0,0.0,0.0
7806912,18,F,BGD 1,Y,N,General Business,N,21,1020,990,200808,HIST 2112,D,ENGL 1101,A,,,,,,,,,200902,ECON 2106,C,ANTH 1105,B,HIST 2112,B,MATH 1111,B,ENGL 1102,A,,,Off Campus,1,0,3.2,SCHOOL 2,3,College/Beyond,2,High School,B,Bachelors,14,7,15,15,0.0,1264860.0,1753440.0,1347580.0
7823425,18,M,BGD 1,Y,N,General Business,N,,980,990,200508,POLS 1101,D,ARTH 1100,A,ENGL 1101,A,,,,,,,200602,POLS 1101,C,ENGL 1102,B,MATH 1111,B,,,,,,,Off Campus,1,69,3.42,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,12,9,12,12,0.0,0.0,0.0,0.0
7792372,18,F,BGD 1,Y,N,Undeclared,N,,,,200708,ANTH 1105,B,ENGL 1101,B,ITDS 2735,B,MATH 1111,B,,,,,200802,MUSC 1100,C,HIST 2111,B,,,,,,,,,Off Campus,1,69,3.4,SCHOOL 130,2,High School,2,High School,B,Bachelors,12,12,12,9,0.0,0.0,0.0,0.0
7940326,18,F,BGD 1,Y,N,Spec Ed: Gen. Curr. 1 Reading,Music,,1010,990,201008,ANTH 1105,B,HIST 2111,B,ITDS 2749,A,MATH 1111,A,PSYC 1101,A,,,201102,ITDS 2735,C,BIOL 1215K,B,ENGL 1101,A,MUSC 1100,A,,,,,On Campus,1,150,3.36,SCHOOL 153,2,High School,2,High School,B,Bachelors,13,13,15,15,0.0,0.0,0.0,0.0
7855674,18,F,BGD 3,Y,N,Psychology,N,,950,950,200908,ANTH 1105I,B,BIOL 1215K,B,MATH 1111,B,THEA 1100I,A,,,,,201002,ASTR 1105,C,ENGL 1101,B,SPAN 1001,B,HIST 2111,A,,,,,On Campus,1,150,2.87,SCHOOL 36,2,High School,3,College/Beyond,B,Bachelors,16,16,15,15,572400.0,1418100.0,845700.0,332400.0
7816534,18,M,BGD 1,Y,N,Management,N,,1120,1110,200508,ARTH 1100,B,ECON 2106,B,ENGL 1101,A,MATH 1111,A,,,,,200602,POLS 1101,C,ENGL 1102,B,COMM 1110,A,,,,,,,Off Campus,1,0,3.27,SCHOOL 2,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,13,13,0.0,0.0,0.0,0.0
7797224,18,F,BGD 1,Y,N,General Business,N,,1080,1070,200508,ARTH 1100,B,HIST 2111,B,MATH 1111,B,ENGL 1101,A,,,,,200602,MATH 1113,C,ENGL 1102,B,PSYC 1101,B,POLS 1101,B,,,,,Off Campus,0,69,3.29,SCHOOL 5,,No Information,,No Information,B,Bachelors,12,12,12,12,0.0,336960.0,0.0,1288180.0
7774443,18,F,BGD 1,N,N,Spec Ed: Gen. Curr. 1 Reading,N,,1030,1030,200508,ARTH 1100,B,ENGL 1101,B,MATH 1111,A,,,,,,,200602,POLS 1101,C,ENGL 1102,B,COMM 1110,A,,,,,,,Off Campus,1,69,3.38,SCHOOL 130,2,High School,2,High School,B,Bachelors,14,14,13,13,961200.0,1151640.0,190440.0,571020.0
8021030,18,F,BGD 3,Y,N,Early Childhood Education,N,,960,950,200608,ARTH 1100,B,ENGL 1101,B,HIST 2112,B,,,,,,,200702,MATH 1111,C,CHEM 1151,B,CHEM 1151L,A,COMM 1110,A,POLS 1101,A,,,Off Campus,1,0,2.86,SCHOOL 10,3,College/Beyond,2,High School,B,Bachelors,15,11,18,18,0.0,0.0,937320.0,0.0
7851129,19,F,BGD 1,Y,N,History,N,,,,200708,ARTH 1100,B,ENGL 1101,B,HIST 1111,B,PSYC 1101,B,,,,,200802,ENGL 1102,C,MATH 1101,B,HIST 1112,A,,,,,,,Off Campus,1,0,3.08,SCHOOL 370,2,High School,2,High School,B,Bachelors,12,12,15,15,0.0,1297440.0,2186880.0,1386880.0
7896836,18,F,BGD 1,Y,N,Undeclared,N,,1010,990,200808,ARTH 1100,B,HIST 2112,B,ENGL 1101,A,,,,,,,200902,MATH 1111,C,ENGL 1102,B,ITDS 2746,B,POLS 1101,B,,,,,Off Campus,1,90,3.13,SCHOOL 22,2,High School,2,High School,B,Bachelors,15,11,13,13,0.0,0.0,0.0,0.0
7994498,19,F,BGD 1,Y,N,Undeclared,N,,900,910,200808,ARTH 1100,B,ENVS 1105,B,HIST 1112,A,SPAN 1001,A,,,,,200902,PSYC 1101,C,HIST 2111,B,SPAN 1002,B,,,,,,,Off Campus,1,69,3.7,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,12,12,872640.0,1264860.0,392220.0,315060.0
8024939,18,F,BGD 1,Y,N,Biology,N,,1050,1070,200808,BIOL 1125,B,HIST 2112,B,MATH 1111,B,ENGL 1101,A,MUSC 1100,A,,,200902,STAT 1127,C,POLS 1101,B,COMM 1110,A,ENGL 1102,A,,,,,Off Campus,1,90,3.56,SCHOOL 52,2,High School,2,High School,B,Bachelors,15,15,12,12,1052640.0,1296900.0,244260.0,597360.0
7907364,18,F,BGD 1,Y,N,Exercise Science,N,22,1010,1030,201008,BIOL 1125,B,ENGL 1101,B,SPAN 1002,B,COMM 1110,A,MATH 1111,A,,,201102,HIST 1112I,C,BIOL 1215K,B,ECON 2105,B,MATH 1113,B,,,,,On Campus,0,69,3.23,SCHOOL 24,,No Information,,No Information,B,Bachelors,15,15,15,15,0.0,0.0,0.0,0.0
7901573,18,M,BGD 1,Y,N,Biology,N,19,860,910,201008,BIOL 1215K,B,ENGL 1101,B,HIST 2111,B,,,,,,,201102,CHEM 1211,C,CHEM 1211L,B,COMM 1110,B,ENGL 1102,B,MATH 1111,B,,,Off Campus,1,69,3.31,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,17,12,19,18,0.0,0.0,0.0,0.0
8024499,18,M,BGD 1,N,N,Psychology,N,,1100,1110,201008,BIOL 1215K,B,HIST 1112,B,HIST 2112,B,THEA 1100,B,ITDS 2735,A,,,201102,PSYC 1101,C,ENGL 1102,B,SOCI 1101,A,,,,,,,On Campus,1,5932,3.4,SCHOOL 520,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,16,12,0.0,0.0,0.0,0.0
8025569,18,F,BGD 1,Y,N,Geology,N,21,,990,200508,CHEM 1151,B,ENGL 1101,B,CHEM 1151L,A,HIST 1112,A,,,,,200602,MATH 1111,C,ANTH 1107,B,ENGL 1102,A,,,,,,,Off Campus,1,69,3.87,SCHOOL 11,,No Information,,No Information,B,Bachelors,13,13,13,13,0.0,0.0,0.0,0.0
7986795,18,F,BGD 2,Y,N,Nursing,N,,,,200508,CHEM 1151,B,ENGL 1101,B,MATH 1111,B,CHEM 1151L,A,MUSC 1100,A,,,200602,POLS 1101,C,ENGL 1102,B,,,,,,,,,Off Campus,1,0,3.27,SCHOOL 2,2,High School,3,College/Beyond,B,Bachelors,13,13,13,13,772140.0,1151640.0,379500.0,326460.0
8003173,18,F,BGD 1,Y,N,Nursing,N,,910,910,200608,CHEM 1151,B,ENGL 1101,B,CHEM 1151L,A,MATH 1111,A,,,,,200702,HIST 1112,C,ENGL 1102,B,THEA 1100,B,,,,,,,On Campus,1,69,3.31,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,13,13,14,13,0.0,0.0,0.0,0.0
7776981,18,F,BGD 1,Y,N,Nursing,N,,,,200708,CHEM 1151,B,CHEM 1151L,B,ARTH 1100,A,MATH 1101,A,,,,,200802,PSYC 1101,C,ENGL 1101,B,,,,,,,,,Off Campus,1,69,3.4,SCHOOL 130,1,Middle School/Junior High,3,College/Beyond,B,Bachelors,14,14,14,14,788580.0,1201500.0,412920.0,251700.0
7760571,18,F,BGD 1,Y,N,Nursing,N,20,910,950,200808,CHEM 1151,B,CHEM 1151L,B,MATH 1101,B,ITDS 2735,A,,,,,200902,HIST 2112,C,ITDS 1146,B,ENGL 1101,A,,,,,,,Off Campus,1,0,3.13,SCHOOL 130,2,High School,2,High School,B,Bachelors,13,13,14,11,0.0,0.0,0.0,0.0
7948240,18,F,BGD 1,Y,N,Pre1Nursing,Psychology,,1010,990,200908,CHEM 1151,B,CHEM 1151L,B,MATH 1101,B,ENGL 1101,A,ITDS 2749,A,SOCI 1101,A,201002,HIST 2111,C,ENGL 1102,B,ITDS 1145,B,MUSC 1100,A,,,,,Off Campus,1,0,3.66,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,16,189420.0,1324500.0,1135080.0,1228000.0
7780666,18,F,BGD 1,Y,N,Pre1Nursing,N,,1010,990,200908,CHEM 1151,B,CHEM 1151L,B,MATH 1111,B,SOCI 1101,B,ENGL 1101,A,ITDS 2749,A,201002,CPSC 1105,C,ENGL 1102,B,THEA 1100,B,COMM 1110,A,,,,,Off Campus,1,69,3.2,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,16,13,0.0,1324500.0,3735720.0,1417420.0
7780308,17,F,BGD 3,Y,N,Pre1Nursing,N,21,950,990,201008,CHEM 1151,B,ENGL 1101,B,SOCI 1101,B,CHEM 1151L,A,MATH 1101,A,,,201102,HIST 2111,C,ENGL 1102,B,PSYC 1101,B,ITDS 2735,A,,,,,On Campus,1,150,3.39,SCHOOL 257,2,High School,3,College/Beyond,B,Bachelors,13,13,17,17,0.0,0.0,744600.0,0.0
7911085,17,M,BGD 3,N,Y,Chemistry,Computer Science 1 Systems,,,,200608,CHEM 1211,B,ENGL 1101,B,HIST 2112,B,CHEM 1211L,A,,,,,200702,ENGL 1102,C,CPSC 1301,B,SPAN 1001,B,CPSC 1301L,A,ITDS 1156,A,,,On Campus,1,,3.15,SCHOOL 239,,No Information,,No Information,B,Bachelors,17,17,17,13,0.0,0.0,0.0,0.0
7968676,18,M,BGD 1,Y,N,Engineering Studies,N,,1190,1190,200608,CHEM 1211,B,ENGL 1101,B,CHEM 1211L,A,MATH 1113,A,,,,,200702,ENGL 1102,C,MATH 1131,B,POLS 1101,B,,,,,,,On Campus,1,237,3.54,SCHOOL 229,4,Other/Unknown,3,College/Beyond,B,Bachelors,16,16,16,13,419460.0,1176420.0,756960.0,120300.0
7993718,18,F,BGD 1,Y,N,Chemistry,N,28,1180,1260,200608,CHEM 1211,B,CHEM 1211L,B,HIST 1111,B,ECON 2105,A,,,,,200702,POLS 1101,C,HIST 2112,B,ITDS 2735,A,,,,,,,Off Campus,1,69,2.57,SCHOOL 34,2,High School,2,High School,B,Bachelors,17,17,14,10,0.0,0.0,0.0,0.0
7983523,18,F,BGD 1,Y,N,Engineering Studies,Early Childhood Education,20,,950,200808,CHEM 1211,B,CHEM 1211L,B,ENGL 1101,B,HIST 1111,B,MATH 1113,A,,,200902,POLS 1101,C,ENGL 1102,B,SPAN 1001,B,ARTH 1100,A,MATH 1131,A,,,On Campus,0,90,3.16,SCHOOL 100,2,High School,3,College/Beyond,B,Bachelors,13,13,17,17,0.0,0.0,0.0,0.0
7772573,17,F,BGD 3,Y,N,Chemistry,Spanish,19,870,910,200908,CHEM 1211,B,CHEM 1211L,B,ITDS 2749,A,,,,,,,201002,MATH 1111,C,ANTH 1105I,B,ENGL 1101,B,HIST 2111,B,,,,,On Campus,1,138,3.5,SCHOOL 79,4,Other/Unknown,3,College/Beyond,B,Bachelors,17,13,17,17,1418100.0,1418100.0,0.0,84180.0
7976128,18,F,BGD 1,Y,N,Pre1Engineering/RETP,N,29,1300,1300,201008,CHEM 1211,B,CHEM 1211L,B,MATH 1131,A,,,,,,,201102,MATH 1132,C,POLS 1101,B,BIOL 1215K,A,,,,,,,On Campus,1,69,3.6,SCHOOL 153,2,High School,3,College/Beyond,B,Bachelors,17,17,14,14,0.0,0.0,0.0,0.0
7830730,18,F,BGD 3,Y,N,Engineering Studies,N,,1010,990,201008,CHEM 1211,B,CHEM 1211L,B,THEA 1100,B,MATH 1113,A,,,,,201102,MATH 1131,C,ECON 2106,B,ENGL 1101,B,BIOL 1215K,A,,,,,Off Campus,1,0,3.5,SCHOOL 13,2,High School,2,High School,B,Bachelors,13,13,14,14,0.0,0.0,0.0,0.0
7785339,18,F,BGD 1,Y,N,Accounting,N,,1160,1150,200508,COMM 1110,B,ENGL 1101,B,MATH 1111,A,,,,,,,200602,ECON 2106,C,ENGL 1102,B,HIST 2111,A,,,,,,,Off Campus,1,69,3.93,SCHOOL 80,2,High School,2,High School,B,Bachelors,13,13,15,15,0.0,0.0,0.0,0.0
7961898,18,F,BGD 3,Y,N,Theatre Arts,N,19,1020,910,200608,COMM 1110,B,MATH 1111,B,THEA 1100,B,ENGL 1101,A,,,,,200702,PSYC 1101,C,ENGL 1102,B,HIST 2111,A,,,,,,,On Campus,1,190,3.47,SCHOOL 66,4,Other/Unknown,3,College/Beyond,B,Bachelors,14,14,13,10,0.0,0.0,0.0,0.0
7809089,18,F,BGD 1,Y,N,Finance,N,,890,870,200608,COMM 1110,B,MATH 1101,B,POLS 1101,B,ENGL 1101,A,,,,,200702,MATH 1111,C,ENGL 1102,B,HIST 2111,B,,,,,,,Off Campus,1,69,3.79,SCHOOL 10,2,High School,2,High School,B,Bachelors,15,15,15,15,0.0,208560.0,0.0,0.0
7786881,18,F,BGD 1,Y,N,Early Childhood Education,N,,1090,1110,200608,COMM 1110,B,HIST 2111,B,MUSC 1100,B,ENGL 1101,A,LEAD 1705,A,,,200702,POLS 1101,C,ENVS 1105,B,,,,,,,,,Off Campus,1,69,3.25,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,12,0.0,299160.0,0.0,1809160.0
8035384,18,M,BGD 1,Y,N,Music Education,N,,1230,1220,200608,COMM 1110,B,MATH 1125,B,ENGL 1102,A,,,,,,,200702,HIST 2111,C,MUSC 1100,B,POLS 1101,B,,,,,,,Off Campus,1,150,3.5,SCHOOL 106,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,18,18,0.0,1176420.0,1354740.0,1299160.0
7819056,18,M,BGD 3,Y,N,Communication,N,15,,740,200708,COMM 1110,B,ENGL 1101,B,HIST 2111,B,,,,,,,200802,ENGL 1102,C,MATH 1111,B,THEA 1100,B,,,,,,,Off Campus,1,0,3.64,SCHOOL 1,4,Other/Unknown,4,Other/Unknown,B,Bachelors,12,12,13,13,1222680.0,1245480.0,22800.0,391200.0
7993980,18,F,BGD 1,Y,N,Psychology,N,,570,590,200808,COMM 1110,B,MATH 1111,B,ENGL 1101,A,,,,,,,200902,STAT 1127,C,PSYC 1101,B,,,,,,,,,Off Campus,1,0,3.6,SCHOOL 2,3,College/Beyond,2,High School,B,Bachelors,13,13,9,9,0.0,0.0,0.0,0.0
7941347,18,F,BGD 1,Y,N,Undeclared,N,16,810,790,200808,COMM 1110,B,ENVS 1105,B,THEA 1100,B,ENGL 1101,A,,,,,200902,HIST 2112,C,ANTH 1105,B,ENGL 1102,A,,,,,,,Off Campus,1,69,2.5,SCHOOL 24,,No Information,,No Information,B,Bachelors,15,15,16,13,0.0,0.0,0.0,0.0
7868192,17,F,BGD 3,Y,N,Theatre Arts,N,,1270,1260,200908,COMM 1110,B,ENGL 1101,B,THEA 1100,B,,,,,,,201002,ENGL 1102,C,SPAN 1002,B,POLS 1101,B,,,,,,,On Campus,1,150,2.7,SCHOOL 89,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,13,13,461760.0,1025700.0,563940.0,251760.0
7974392,18,F,BGD 3,Y,N,Accounting,N,22,,1030,201008,COMM 1110,B,ENGL 1101,B,ANTH 1105,A,SOCI 1101,A,,,,,201102,GEOL 1110,C,ENGL 1102,B,ITDS 2735,B,HIST 2111,A,ITDS 2727,A,,,On Campus,0,138,3.36,SCHOOL 300,3,College/Beyond,2,High School,B,Bachelors,12,12,18,14,0.0,0.0,0.0,0.0
7821575,18,F,BGD 1,Y,N,Early Childhood Education,N,21,,990,201008,COMM 1110,B,THEA 1100,B,ITDS 2749,A,,,,,,,201102,BIOL 1215K,C,ENGL 1101,B,MATH 1101,B,,,,,,,Off Campus,1,69,3,SCHOOL 11,2,High School,2,High School,B,Bachelors,13,9,14,14,0.0,0.0,0.0,0.0
7849391,18,F,BGD 1,Y,N,Communication,N,20,940,950,201008,COMM 1110,B,HIST 2111,B,THEA 1100I,B,ENGL 1101,A,PSYC 1101,A,,,201102,BIOL 1215K,C,ITDS 2735,B,SPAN 1001,B,ENGL 1102,A,,,,,On Campus,1,150,2.61,SCHOOL 82,2,High School,3,College/Beyond,B,Bachelors,16,15,12,12,0.0,0.0,0.0,0.0
7835177,17,F,BGD 3,Y,N,Pre1Business,Spanish,17,370,830,200908,COMM 1110I,B,ENGL 1101I,B,MATH 1111,B,,,,,,,201002,BIOL 1125,C,HIST 2111,B,SPAN 1001,B,ENGL 1102,A,,,,,On Campus,1,150,3.13,SCHOOL 394,2,High School,3,College/Beyond,B,Bachelors,13,13,17,17,1084680.0,1418100.0,333420.0,457260.0
7836039,18,F,BGD 4,Y,N,Chemistry,N,,1020,1030,200808,CPSC 1105,B,ENGL 1101,B,ECON 2106,A,ITDS 2735,A,MATH 1111,A,,,200902,ARTH 1100,C,POLS 1101,B,COMM 1110,A,ENGL 1102,A,,,,,On Campus,1,150,3.58,SCHOOL 89,2,High School,2,High School,B,Bachelors,15,14,15,14,156660.0,1296900.0,1140240.0,1672720.0
7997088,18,F,BGD 1,Y,N,Pre1Nursing,N,21,960,990,200908,CPSC 1105,B,CHEM 1151,B,CHEM 1151L,B,ENGL 1101,A,ITDS 2749,A,SOCI 1101,A,201002,ENGL 1102,C,ITDS 1145,B,MUSC 1100,B,,,,,,,Off Campus,0,69,3.64,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,17,10,0.0,134580.0,0.0,1115860.0
8001442,18,F,BGD 1,Y,N,Pre1Nursing,N,,,,200908,CPSC 1105,B,ECON 2105,B,MATH 1111,B,BIOL 1215K,A,ITDS 2735,A,,,201002,ENGL 1101,C,PSYC 1101,B,HIST 2111,A,SOCI 1101,A,,,,,Off Campus,1,69,3.4,SCHOOL 27,3,College/Beyond,2,High School,B,Bachelors,14,14,12,12,0.0,451620.0,0.0,1597420.0
7955417,17,F,BGD 3,Y,N,Applied Computer Science,N,,1140,1150,200708,CPSC 1301,B,HIST 1111,B,MUSC 1100,B,CPSC 1301L,A,ENGL 1101,A,,,200802,COMM 1110,C,MATH 1113,B,ENGL 1102,A,,,,,,,Off Campus,1,0,3.69,SCHOOL 70,2,High School,3,College/Beyond,B,Bachelors,13,13,15,15,930720.0,1233900.0,303180.0,603840.0
7825078,18,F,BGD 3,Y,N,Chemistry,N,,990,990,200608,ECON 2105,B,ENGL 1101,B,HIST 2111,B,THEA 1100,B,,,,,200702,ENGL 1102,C,CHEM 1151,B,COMM 1110,B,CHEM 1151L,A,MATH 1111,A,,,On Campus,1,90,2.29,SCHOOL 279,2,High School,3,College/Beyond,B,Bachelors,15,14,18,17,126780.0,1176420.0,1049640.0,126780.0
7885067,18,F,BGD 8,Y,N,Pre1Business,N,25,1200,1150,200908,ECON 2105,B,HIST 2111,B,BIOL 1215K,A,LEAD 1705,A,SOCI 1101,A,,,201002,POLS 1101,C,ENGL 1101,B,MATH 1111,B,COMM 1110,A,ECON 2106,A,,,Off Campus,1,69,3.6,SCHOOL 2,3,College/Beyond,3,College/Beyond,B,Bachelors,18,18,18,18,0.0,1316580.0,3847440.0,1417420.0
7926670,18,F,BGD 3,Y,N,Accounting,N,,930,910,200908,ECON 2106,B,ENGL 1101,B,HIST 2111,A,,,,,,,201002,ENGL 1102,C,COMM 1110,B,ECON 2105,B,HIST 1111,B,THEA 1100,B,,,On Campus,1,138,3.3,SCHOOL 61,2,High School,3,College/Beyond,B,Bachelors,15,15,15,15,603360.0,1418100.0,814740.0,185940.0
7815542,17,M,BGD 1,Y,N,Information Technology,N,,1250,1260,201008,ECON 2106,B,STAT 1127,B,CPSC 1301,A,CPSC 1301L,A,ENGL 1101,A,,,201102,MATH 1113,C,HIST 2112,B,BIOL 1125,A,ENGL 1102,A,,,,,Off Campus,1,0,3.6,SCHOOL 10,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,15,15,0.0,0.0,0.0,0.0
7872494,19,M,BGD 1,Y,N,Pre1Business,N,,1040,1030,201008,ECON 2106,B,ENGL 1101,B,POLS 1101,B,MUSC 1100,A,,,,,201102,ENGL 1102,C,COMM 1110I,B,HIST 1112I,B,ECON 2105,A,,,,,Off Campus,1,69,3.19,SCHOOL 130,2,High School,2,High School,B,Bachelors,15,15,19,15,0.0,0.0,0.0,0.0
7880553,17,M,BGD 1,Y,N,Management,N,,1050,1070,201008,ECON 2106,B,HIST 1112,B,ITDS 2746,A,,,,,,,201102,ENGL 1101,C,ECON 2105,B,MATH 1111,B,HIST 2111,A,MUSC 1100,A,,,Off Campus,1,69,2.8,SCHOOL 130,1,Middle School/Junior High,1,Middle School/Junior High,B,Bachelors,14,10,15,15,0.0,0.0,0.0,0.0
